org,num_language,num_speech,num_vision,num_multimodal,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_embodied,dataset_usage,num_pretraining,num_finetuning,num_preference,downloads_pretraining,downloads_finetuning,downloads_preference,operators,score,rank,delta rank
Meta,0.16129032258064516,0.13636363636363635,0.13675213675213677,0.45454545454545453,0.1875,0.12682916866645563,0.40862548056792664,0.013995478189378489,0.11195563529603654,0.00016102853315815382,0.19888346127006282,0.20454545454545456,0.2894736842105263,0.1,0.04407335219056968,0.41230563628264144,0.0031919662870976417,0.0,0.1661384386822878,8,-1
Google,0.6559139784946236,1.0,0.38461538461538464,0.4318181818181818,0.4375,0.24601999448568831,1.0,0.0008790652816645322,0.05744576741151525,0.0,0.5125610607117934,0.9924242424242424,0.6578947368421053,0.15,0.019987346548529957,1.0,0.0,0.0,0.41928109770187383,2,0
Deepseek,0.005376344086021506,0.0,0.0,0.0,0.0,0.0005361136356673849,0.0,0.0,0.0,0.0,0.00314026517794836,0.0,0.006578947368421052,0.0,0.0,0.0016705203538321207,0.0,0.0,0.000961232812327246,23,0
OpenBMB,0.043010752688172046,0.0,0.0,0.09090909090909091,0.0,0.09572436610944887,0.0,0.0,0.028077451825616887,0.0,0.06001395673412421,0.030303030303030304,0.006578947368421052,0.175,0.05287213488692751,0.00021212956874058675,0.11335066798170895,0.0,0.038669584909737854,13,-1
01-AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
Ai2,0.8870967741935484,0.0,0.05128205128205128,0.2727272727272727,0.0625,1.0,0.0,1.0,1.0,0.0007081595719568809,1.0,0.4696969696969697,0.5394736842105263,1.0,1.0,0.26114740883731785,0.21728682865596702,0.0,0.4867732860653116,1,0
OpenAI,0.016129032258064516,0.0,0.0,0.0,0.0,0.0035621772681010684,0.0,0.0,0.0,0.0,0.12124912770411723,0.0,0.006578947368421052,0.05,0.0,0.0004613818120107762,0.03597238411189815,0.0,0.012997391695700711,19,0
Nvidia,0.1827956989247312,0.022727272727272728,0.02564102564102564,0.06818181818181818,1.0,0.20840183674233528,0.0075368276807125725,0.03300921753703616,0.025826595521588183,1.0,0.21109560362875088,0.11363636363636363,0.21052631578947367,0.2,0.5315319660418434,0.5878375511762585,0.22121402313278937,0.0,0.2583312286867778,5,-1
Microsoft,0.14516129032258066,0.0,0.008547008547008548,0.045454545454545456,0.1875,0.03359305060572331,0.0,0.00047115369412955145,0.00158445371298087,0.001429128231778615,0.0,0.030303030303030304,0.1513157894736842,0.15,0.000405704834129139,0.1055715831229715,0.012050569353537165,0.0,0.04852151709200552,11,0
Apple,0.005376344086021506,0.0,0.0,0.09090909090909091,0.0,0.0007914058431280444,0.0,0.0,0.43764009599925435,0.0,0.00157013258897418,0.030303030303030304,0.006578947368421052,0.0,0.08881153071771927,0.002466006236609321,0.0,0.0,0.03691369911401383,14,-1
HuggingFace,0.3548387096774194,0.0,0.0,0.045454545454545456,0.0,0.9920689220882222,0.0,0.0,0.013616981615676772,0.0,0.9661549197487788,0.09090909090909091,0.2565789473684211,0.425,0.38738948326065636,0.6386478861288475,1.0,0.0,0.28725886034731435,4,1
Princeton NLP,0.06451612903225806,0.0,0.0,0.022727272727272728,0.0,0.13494235501955537,0.0,0.0,0.005834517790153086,0.0,0.025994417306350315,0.022727272727272728,0.05263157894736842,0.05,0.002765223624693712,0.4082592647589147,0.011333273558683762,0.0,0.044540628082917935,12,2
UKP Lab,0.5591397849462365,0.0,0.0,0.0,0.0,0.2094757659617198,0.0,0.0,0.0,0.0,0.11601535240753663,0.15151515151515152,0.42105263157894735,0.025,0.06329657401654405,0.2676809995545279,0.001864969066618847,0.0,0.10083562383596015,10,0
Tencent,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.025593587622620408,0.0,0.00017445917655268666,0.007575757575757576,0.019736842105263157,0.0,0.00018535698715457165,0.028085954901253686,0.0,0.0,0.009570058293205168,21,-1
ByteDance,0.016129032258064516,0.0,0.0,0.06818181818181818,0.0,0.015327744135937994,0.0,0.0,0.07514504741710744,0.0,0.0003489183531053733,0.022727272727272728,0.019736842105263157,0.0,0.006300246165427328,0.09794552512674742,0.0,0.0,0.01788013591504134,16,0
