org,data,model,infra,eval,score,rank,delta rank
BAAI,0.3562071871080222,0.38685280723454163,1.0,0.5,0.5027942681352745,2,0.0
ShanghaiAILab,0.5,0.31546487678572877,0.3010299956639812,1.0,0.45790410433686124,5,0.0
Baidu,0.24465054211822604,0.227670248696953,0.38685280723454163,0.23981246656813146,0.25905442700195963,19,-9.0
Baichuan,0.227670248696953,0.22106472945750374,0.24465054211822604,0.23981246656813146,0.22922124095930363,23,-11.0
Zhipu,0.27023815442731974,0.27894294565112987,0.24465054211822604,0.43067655807339306,0.2970656819287214,10,-4.0
Ali,0.3333333333333333,0.6309297535714575,0.2890648263178879,0.23981246656813146,0.45916664782228755,4,0.0
Huawei,0.23540891336663824,0.23540891336663824,0.3333333333333333,0.23981246656813146,0.2524635755613363,20,-9.0
LMSYS,0.25,0.22424382421757544,0.26264953503719357,0.38685280723454163,0.2620389691540769,17,-9.0
Falcon,0.23981246656813146,0.24465054211822604,0.24465054211822604,0.3562071871080222,0.2624369703581763,16,-9.0
EleutherAI,0.38685280723454163,0.26264953503719357,0.25,0.24465054211822604,0.27824199241072467,13,-4.0
Meta,0.43067655807339306,1.0,0.6309297535714575,0.3010299956639812,0.7271060512181388,1,0.0
Google,0.6309297535714575,0.5,0.5,0.3333333333333333,0.49404384781746513,3,0.0
Deepseek,0.23137821315975915,0.3010299956639812,0.27894294565112987,0.23981246656813146,0.275537268728494,14,
OpenBMB,0.27894294565112987,0.25,0.26264953503719357,0.31546487678572877,0.26784289291234203,15,
01-AI,0.22424382421757544,0.23137821315975915,0.26264953503719357,0.23981246656813146,0.23680674421702963,22,
Ai2,1.0,0.27023815442731974,0.26264953503719357,0.2890648263178879,0.39373813743950675,6,
OpenAI,0.2559580248098155,0.3562071871080222,0.43067655807339306,0.2559580248098155,0.33520236150284843,8,
Nvidia,0.3010299956639812,0.2890648263178879,0.31546487678572877,0.26264953503719357,0.29105648107342785,12,
Microsoft,0.22424382421757544,0.43067655807339306,0.3562071871080222,0.27023815442731974,0.35711980666218274,7,
Apple,0.2890648263178879,0.2559580248098155,0.27023815442731974,0.23981246656813146,0.26116492029046423,18,
HuggingFace,0.31546487678572877,0.21810429198553155,0.2559580248098155,0.6309297535714575,0.30944425518726604,9,
Princeton NLP,0.26264953503719357,0.23981246656813146,0.26264953503719357,0.25,0.24912274496313022,21,
UKP Lab,0.22424382421757544,0.3333333333333333,0.26264953503719357,0.27894294565112987,0.29430605081764977,11,
