org,downloads_vision,downloads_language,downloads_speech,downloads_3d,downloads_multimodal,downloads_protein,downloads_vector,descendants,num_vision,num_language,num_speech,num_3d,num_multimodal,num_protein,num_vector,likes,issue,num_adapted_chips,score,rank,delta rank
BAAI,0.0005764585391639841,0.0012061283825462548,0.0,0.0065762974129507995,0.0005714369923527113,0.0,0.0731574115732575,0.011920300317643661,0.03365384615384615,0.1971326164874552,0.0,1.0,0.2733812949640288,0.0,0.26126126126126126,0.13527932459134184,0.14224484328957943,1.0,0.17427562333141264,5,-2.0
ShanghaiAILab,0.03675510857633852,0.004610143132739471,0.0,0.0,0.031131382255341317,4.611087689713322e-05,0.0,0.006318221195495235,0.21634615384615385,0.23297491039426524,0.0,0.0,1.0,0.375,0.0,0.11483743488413868,0.16099651754620947,0.25,0.13494533237264325,8,-3.0
Baidu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.027777777777777776,20,-10.0
Baichuan,0.0,0.004112927274174233,0.0,0.0,1.972694952579685e-06,0.0,0.0,0.0005659832515160266,0.0,0.053763440860215055,0.0,0.0,0.014388489208633094,0.0,0.0,0.06330159870666427,0.0664345030806322,0.25,0.025142717504265968,22,-10.0
Zhipu,0.0,0.03263777505231864,0.004508626267921852,0.0,0.005747915503537564,0.0,0.0,0.0020213687554143807,0.0,0.1827956989247312,0.004273504273504274,0.0,0.15827338129496402,0.0,0.0,0.2733429135979881,0.28743637824805784,0.25,0.06672430899546877,11,-5.0
Ali,0.09291773957668488,0.3326082539051429,0.43703213838204674,1.0,0.10154280272940121,0.0,0.03925810776481633,1.0,0.5096153846153846,1.0,0.21794871794871795,0.5,0.5827338129496403,0.0,0.2072072072072072,0.8985988862942339,0.8965979105277256,0.25,0.448114497883389,2,0.0
Huawei,0.0,0.0002272868823246496,0.0,0.0,0.0,0.0,0.0,2.310135720473578e-05,0.0,0.03942652329749104,0.0,0.0,0.0,0.0,0.0,0.00010777797736662475,0.004018215912135012,0.5,0.03021127252369567,18,-9.0
LMSYS,0.0,0.010315376129612462,0.0,0.0,0.0,0.0,0.0,0.008073924343055155,0.0,0.08243727598566308,0.0,0.0,0.0,0.0,0.0,0.06288844979342555,0.045004018215912135,0.25,0.025484391359314913,21,-10.0
Falcon,0.0,0.015150073433263805,0.0,0.0,6.543097119942519e-06,0.0,0.0,0.014796419289633265,0.0,0.17562724014336917,0.0,0.0,0.007194244604316547,0.0,0.0,0.1525238009700018,0.17733726225555854,0.25,0.04403531021073684,16,-9.0
EleutherAI,0.0,0.03355993736546803,0.0,0.0,0.0,0.0012051691262701056,0.0,0.03302339012416979,0.0,0.18996415770609318,0.0,0.0,0.0,0.25,0.0,0.07526495419435962,0.0701848379319582,0.25,0.050177913691573275,13,-5.0
Meta,1.0,1.0,1.0,0.0006261241321002277,0.03324726361086518,1.0,0.0024040677053476624,0.24742708634132254,1.0,0.43727598566308246,1.0,0.5,0.2517985611510791,1.0,0.11711711711711711,1.0,1.0,0.5,0.616105344762273,1,0.0
Google,0.934127842565217,0.11761882851532064,0.00014734984591285538,0.0,0.1457268434104337,0.0,9.640860262807452e-06,0.4728270285879295,0.2644230769230769,0.46236559139784944,0.004273504273504274,0.0,0.49640287769784175,0.0,0.018018018018018018,0.384641638225256,0.46423787838199837,0.5,0.23693445103903452,3,1.0
Deepseek,0.0,0.3296738330024721,0.0,0.0,0.009584416553641175,0.0,0.0,0.036973722206179616,0.0,0.20430107526881722,0.0,0.0,0.07913669064748201,0.0,0.0,0.6299982037003772,0.3051165282614519,0.25,0.1024880260911345,9,
OpenBMB,0.0,0.0012183174550349047,0.0,0.0,0.009982481003948603,0.0,4.326642161489067e-05,0.0017903551833670227,0.0,0.13261648745519714,0.0,0.0,0.12949640287769784,0.0,0.018018018018018018,0.12956709179091072,0.12510045539780337,0.25,0.04432404864464403,15,
01-AI,0.0,0.0031372903204294833,0.0,0.0,4.091877154113306e-06,0.0,0.0,0.012879006641640196,0.0,0.0931899641577061,0.0,0.0,0.014388489208633094,0.0,0.0,0.07950422130411353,0.07206000535762122,0.25,0.029175726048183206,19,
Ai2,0.0,0.01066887889157765,0.0,0.0,0.0027549075645439177,0.0,0.00143012591108441,0.008339589950909616,0.0,0.4265232974910394,0.0,0.0,0.050359712230215826,0.0,0.05405405405405406,0.07621699299443147,0.11117064023573534,0.25,0.05508434440686621,12,
OpenAI,0.0001884367729966919,0.0,0.0,0.029762830559643308,1.0,0.0,0.0,0.07764366156511696,0.02403846153846154,0.0,0.0,1.0,0.11510791366906475,0.0,0.0,0.22875875696066103,0.2068041789445486,0.25,0.16290579111169404,6,
Nvidia,0.14368125569474977,0.04092775984979288,0.14671652540307975,0.0,0.0002540577187691114,0.0,0.001815730334473029,0.013329483107132544,0.2692307692307692,0.1971326164874552,0.08547008547008547,0.0,0.05755395683453238,0.0,0.02702702702702703,0.19443147116939105,0.17760514331636754,0.25,0.08917643786909027,10,
Microsoft,0.6825956471105438,0.1164467705563596,0.06353996675752839,0.0,0.11370790467949708,0.0,0.0,0.10121859659254981,0.3076923076923077,0.25448028673835127,0.038461538461538464,0.0,0.5755395683453237,0.0,0.0,0.5342195078139034,0.5065630859898205,0.25,0.19691473226320685,4,
Apple,0.05025541209459577,0.030245807194981437,0.0,0.0,0.005408777990576007,0.0,0.0,0.0020444701126191163,0.1971153846153846,0.035842293906810034,0.0,0.0,0.1223021582733813,0.0,0.0,0.05374528471349021,0.0669702652022502,0.25,0.045218325228004924,14,
HuggingFace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.013888888888888888,23,
Princeton NLP,0.0,0.003752445285219578,0.0,0.0,0.0,0.0,0.0,0.00947155645394167,0.0,0.35125448028673834,0.0,0.0,0.0,0.0,0.0,0.009179091072390875,0.041253683364586125,0.25,0.036939514247937594,17,
UKP Lab,0.0,0.0,0.0,0.0,0.001426414703780663,0.0,1.0,0.015177591683511406,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,1.0,0.1357822884857194,0.14465577283686043,0.25,0.14190201735078825,7,
