org,num_language,num_speech,num_vision,num_multimodal,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_embodied,dataset_usage,num_pretraining,num_finetuning,num_preference,downloads_pretraining,downloads_finetuning,downloads_preference,operators,score,rank,delta rank
BAAI,0.6574585635359116,0.045454545454545456,0.08620689655172414,0.3235294117647059,0.0,0.05256747034964615,0.0,0.012687613151900952,0.05618115670703424,0.0,0.06279527559055118,0.7786259541984732,0.25,0.05405405405405406,0.036299717691205415,0.22319505512011725,0.017001259352544634,0.22857142857142856,0.16025713344965795,6,-2.0
ShanghaiAILab,0.24861878453038674,0.09090909090909091,1.0,1.0,0.14285714285714285,0.014333061899501058,0.00015747204871135374,0.12722653740582843,0.06543850138874141,1.0,0.08090551181102362,0.9236641221374046,0.5197368421052632,0.0,0.039686723792887284,0.12390874912381317,0.0,0.0,0.2987468077783219,3,-1.0
Baidu,0.09944751381215469,0.0,0.0,0.0,0.0,0.0006303332632963041,0.0,0.0,0.0,0.0,0.0001968503937007874,0.08396946564885496,0.039473684210526314,0.02702702702702703,0.0,0.0030013381762569297,0.00666716053040966,0.0,0.014467409614568149,16,-6.0
Baichuan,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0006180770503611127,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.0,0.000809278022048047,0.0,0.0,0.000923721783111257,20,-8.0
Zhipu,0.049723756906077346,0.0,0.017241379310344827,0.058823529411764705,0.0,0.004048269391462131,0.0,0.00453094278650548,0.0070135632813416865,0.0,0.025196850393700787,0.0,0.05921052631578947,0.10810810810810811,0.0,0.022844580386159434,0.14952959478479888,0.0,0.02812617228200294,12,-5.0
Ali,0.27624309392265195,0.13636363636363635,0.3103448275862069,0.3235294117647059,0.0,0.004624380438560904,0.020838801112802476,0.014128170686600869,0.0013328564482868463,0.0,0.0003937007874015748,0.15267175572519084,0.5460526315789473,0.0,0.0025468117641195926,0.038469381252787864,0.0,1.0,0.1570855255239944,7,-1.0
Huawei,0.022099447513812154,0.0,0.0,0.058823529411764705,0.0,0.000696174525821878,0.0,0.0,0.0,0.0,0.0011811023622047244,0.015267175572519083,0.02631578947368421,0.0,0.0002544188888976318,0.0027273306569808196,0.0,0.0,0.007075831578093623,18,-7.0
LMSYS,0.022099447513812154,0.0,0.0,0.0,0.0,0.007349046802486863,0.0,0.0,0.0,0.0,0.07696850393700787,0.0,0.013157894736842105,0.05405405405405406,0.0,0.03758363601605812,0.0626713089858508,0.0,0.015215771780339553,15,-7.0
Falcon,0.0055248618784530384,0.0,0.0,0.029411764705882353,0.0,0.04336131264239383,0.0,0.0,0.0018414096423921,0.0,0.07362204724409449,0.007633587786259542,0.006578947368421052,0.0,0.03915340584708813,0.004199324539603645,0.0,0.0,0.011740370091921566,17,-8.0
EleutherAI,1.0,0.0,0.06896551724137931,0.0,0.0,0.1389434607523139,0.0,0.0018250306605150967,0.0,0.0,0.12125984251968504,0.2824427480916031,1.0,0.0,0.0838314610376269,0.3057987637800293,0.0,0.0,0.16683704578239736,5,0.0
Meta,0.16574585635359115,0.13636363636363635,0.13793103448275862,0.4117647058823529,0.42857142857142855,0.07591013442268348,0.727100939583224,0.0637690046526115,0.02619048949642057,0.38675213675213677,0.19980314960629922,0.183206106870229,0.26973684210526316,0.10810810810810811,0.048113147336514006,0.4682788504428726,0.008963626935328543,0.0,0.21368384433141435,4,-1.0
Google,0.6740331491712708,1.0,0.3879310344827586,0.5588235294117647,1.0,0.1223592086267546,1.0,0.001849364402655298,0.04349806358591475,0.0,0.5318897637795276,1.0,0.6578947368421053,0.16216216216216217,0.020537112371839764,1.0,0.0,0.0,0.4533876736020418,2,-1.0
Deepseek,0.0055248618784530384,0.0,0.0,0.0,0.0,0.000790095150306888,0.0,0.0,0.0,0.0,0.0031496062992125984,0.0,0.006578947368421052,0.0,0.0,0.0051997705983559545,0.0,0.0,0.0011801822941527517,19,
OpenBMB,0.022099447513812154,0.0,0.0,0.11764705882352941,0.0,0.02181669598862108,0.0,0.0,0.017282425854620847,0.0,0.05708661417322835,0.015267175572519083,0.0,0.16216216216216217,0.00150290745709632,0.0,1.0,0.0,0.07860358264142163,11,
01-AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,
Ai2,0.8453038674033149,0.0,0.05172413793103448,0.35294117647058826,0.0,0.9082414863858665,0.0,1.0,0.15819916284320354,0.0,1.0,0.45038167938931295,0.4934210526315789,1.0,1.0,0.23362645765627987,0.7284243277279798,0.0,0.45679240824662,1,
OpenAI,0.016574585635359115,0.0,0.0,0.0,0.0,0.003276571064507977,0.0,0.0,0.0,0.0,0.11279527559055118,0.0,0.006578947368421052,0.05405405405405406,0.0,0.0009494679156311732,0.11982369064375138,0.0,0.017447366237348664,14,
Nvidia,0.07734806629834254,0.0,0.008620689655172414,0.029411764705882353,0.14285714285714285,0.020861029428139586,0.0,0.0009733496856080515,0.0002319226104985498,0.6901709401709402,0.11338582677165354,0.015267175572519083,0.07236842105263158,0.10810810810810811,0.00024742455518223297,0.0820811826929204,0.3328765093710645,0.0,0.0941560863075448,9,
Microsoft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,
Apple,0.0055248618784530384,0.0,0.0,0.11764705882352941,0.0,0.00027304758870899806,0.0,0.0,1.0,0.0,0.0017716535433070866,0.030534351145038167,0.006578947368421052,0.0,0.312889770174937,0.0017969795450200727,0.0,0.0,0.08205648167041195,10,
HuggingFace,0.027624309392265192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1251968503937008,0.030534351145038167,0.006578947368421052,0.0,0.9027481611459517,0.0015229720257439623,0.0,0.0,0.11634475508172895,8,
Princeton NLP,0.06629834254143646,0.0,0.0,0.029411764705882353,0.0,0.030303441077395434,0.0,0.0,0.004048865814607213,0.0,0.026968503937007875,0.022900763358778626,0.05263157894736842,0.05405405405405406,0.004819970221624207,0.16994838463008985,0.020853396547892436,0.0,0.02679105921311872,13,
UKP Lab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,
