org,num_language,num_speech,num_vision,num_multimodal,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_embodied,dataset_usage,num_pretraining,num_finetuning,num_preference,downloads_pretraining,downloads_finetuning,downloads_preference,operators,score,rank,delta rank
BAAI,0.6505376344086021,0.11363636363636363,0.07692307692307693,0.32558139534883723,0.1,0.08355693469169331,0.017218499647766183,0.010458582400544886,0.3199463571521819,0.1480270345127834,0.06605277138303524,0.816793893129771,0.26973684210526316,0.05,0.18973662195711163,0.22627618260806034,0.011033028812368235,0.22857142857142856,0.2057825915160493,6,0
ShanghaiAILab,0.26344086021505375,0.09090909090909091,1.0,1.0,0.2,0.00985433431546653,0.00042595717492095215,0.2514227077601427,0.804713924591448,0.00016407197398890646,0.0,0.9541984732824428,0.5526315789473685,0.15,0.06206246602209131,0.07250481922971005,0.7226633872101195,0.0,0.3408328706462136,3,0
Baidu,0.10215053763440861,0.0,0.0,0.0,0.0,0.0004975417427496137,0.0,0.0,0.0,0.0,0.0,0.08396946564885496,0.046052631578947366,0.025,0.0,0.0021300152304519118,0.0003162333099086437,0.0,0.014450912508073396,17,2
Baichuan,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.00027333912872032476,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.0,0.00034282567033658734,0.0,0.0,0.0008745622619159174,24,0
Zhipu,0.053763440860215055,0.0,0.017094017094017096,0.046511627906976744,0.0,0.006844018783767356,0.0,0.0012725952878126596,0.01236633792620548,0.0,0.023729413848060918,0.0,0.06578947368421052,0.1,0.0,0.0299157548065845,0.02572030920590302,0.0,0.021278166077986292,15,-1
Ali,0.2956989247311828,0.13636363636363635,0.3076923076923077,0.27906976744186046,0.0,0.005264919046073368,0.0061436130998214255,0.012076212326250415,0.016187797438910054,0.0,0.0,0.15267175572519084,0.5855263157894737,0.0,0.0023719863634663156,0.03178162566808855,0.0,1.0,0.15726938120479234,9,0
Huawei,0.021505376344086023,0.0,0.0,0.046511627906976744,0.0,0.00031331344001864843,0.0,0.0,0.0,0.0,0.0010625110678236232,0.015267175572519083,0.02631578947368421,0.0,2.7858900242054046e-05,0.001208319985612562,0.0,0.0,0.006233998482831275,22,-1
LMSYS,0.021505376344086023,0.0,0.0,0.0,0.0,0.01232324422281348,0.0,0.0,0.0,0.0,0.0731361785018594,0.0,0.013157894736842105,0.05,0.0,0.042167557451400245,0.04093464511595221,0.0,0.014068049798497415,18,-2
Falcon,0.005376344086021506,0.0,0.0,0.06976744186046512,0.0,0.022478359440697912,0.0,0.0,0.005660981948944352,0.0,0.07384451921374181,0.007633587786259542,0.019736842105263157,0.0,0.01427649242118518,0.0026807843401729864,0.0,0.0,0.012303075177930643,21,-1
EleutherAI,1.0,0.0,0.06837606837606838,0.0,0.0,0.12505717970280342,0.0,0.0002778200980436088,0.0,0.0,0.13529307596954135,0.32061068702290074,1.0,0.0,0.048376582286037674,0.2195826518970624,0.0,0.0,0.16208744807513653,8,0
Meta,0.16129032258064516,0.13636363636363635,0.13675213675213677,0.4418604651162791,0.3,0.11225393928988135,0.33385212732842934,0.016171818287732002,0.22583401573681774,6.741571208455067e-05,0.20010625110678237,0.1984732824427481,0.2894736842105263,0.1,0.033249995423180675,0.5098042521623307,0.0032501756851721713,0.0,0.17771130656657685,7,0
Google,0.6559139784946236,1.0,0.38461538461538464,0.4418604651162791,0.7,0.15399104926164556,1.0,0.0009858132511224827,0.13917470715989605,0.0,0.5117761643350451,1.0,0.6578947368421053,0.15,0.014268532735401736,1.0,0.0,0.0,0.4339156017673058,2,0
Deepseek,0.005376344086021506,0.0,0.0,0.0,0.0,0.0004912754739492407,0.0,0.0,0.0,0.0,0.0031875332034708697,0.0,0.006578947368421052,0.0,0.0,0.002203076438884299,0.0,0.0,0.000990954253930387,23,0
OpenBMB,0.03763440860215054,0.0,0.0,0.09302325581395349,0.0,0.055598096558189196,0.0,0.0,0.0588528500729875,0.0,0.059323534620152295,0.030534351145038167,0.006578947368421052,0.15,0.03447897090814443,0.0002135635323408249,0.1048313422347154,0.0,0.03505940671422738,12,1
01-AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
Ai2,0.8870967741935484,0.0,0.05128205128205128,0.27906976744186046,0.1,0.8507763280416782,0.0,1.0,1.0,9.746849939935037e-05,1.0,0.4732824427480916,0.5394736842105263,1.0,0.7370000421863346,0.2857761067368054,0.16929023190442727,0.0,0.4651747165135957,1,0
OpenAI,0.016129032258064516,0.0,0.0,0.0,0.0,0.0027922493774461946,0.0,0.0,0.0,0.0,0.11669913228262795,0.0,0.006578947368421052,0.05,0.0,0.00039340650694362484,0.03791286015460295,0.0,0.01280586821933924,19,-1
Nvidia,0.16129032258064516,0.022727272727272728,0.02564102564102564,0.06976744186046512,1.0,0.17977674537518032,0.0012123396516980946,0.11148203579398296,0.07888584279797296,1.0,0.20028333628475298,0.0916030534351145,0.16447368421052633,0.2,1.0,0.6987349170755285,0.44787420941672523,0.0,0.30298623482504955,4,1
Microsoft,0.13978494623655913,0.0,0.008547008547008548,0.046511627906976744,0.3,0.021795336141457258,0.0,0.0006362976439063298,0.004272439206750454,0.0007098955706252686,0.0,0.030534351145038167,0.14473684210526316,0.15,0.0003653495774600802,0.09907661872727375,0.011929023190442726,0.0,0.053272207555486756,11,1
Apple,0.005376344086021506,0.0,0.0,0.09302325581395349,0.0,0.0004499180998667791,0.0,0.0,0.4036030903976929,0.0,0.0015937666017354348,0.030534351145038167,0.006578947368421052,0.0,0.0270692994123364,0.0020176133713251617,0.0,0.0,0.03168036590535504,13,-2
HuggingFace,0.3548387096774194,0.0,0.0,0.046511627906976744,0.0,1.0,0.0,0.0,0.03651748733103096,0.0,0.9314680361253763,0.0916030534351145,0.2565789473684211,0.425,0.4976021446577375,0.6683807950183496,1.0,0.0,0.2949167111955793,5,-1
Princeton NLP,0.06451612903225806,0.0,0.0,0.023255813953488372,0.0,0.04570867113744058,0.0,0.0,0.009636723988559357,0.0,0.02514609527182575,0.022900763358778626,0.05263157894736842,0.05,0.002031311811934912,0.19020080592132993,0.01561841180604357,0.0,0.027869239179390423,14,1
UKP Lab,0.553763440860215,0.0,0.0,0.0,0.0,0.10914461671113629,0.0,0.0,0.0,0.0,0.10660527713830352,0.15267175572519084,0.4144736842105263,0.025,0.03192948355170731,0.21499665604469098,0.0012649332396345748,0.0,0.08943610263785581,10,0
Tencent,0.0,0.0,0.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.0744116495175704,0.0,0.00017708517797060386,0.007633587786259542,0.019736842105263157,0.0,0.00013213078400517062,0.03430504740548409,0.0,0.0,0.012745533255028137,20,-3
ByteDance,0.016129032258064516,0.0,0.0,0.06976744186046512,0.0,0.005523089320648734,0.0,0.0,0.09623669313205398,0.0,0.00017708517797060386,0.022900763358778626,0.019736842105263157,0.0,0.002953043425657729,0.049490538573508006,0.0,0.0,0.015717473845133917,16,6
