org,data,model,infra,eval,score,rank,delta rank
BAAI,0.3562071871080222,0.3010299956639812,1.0,0.5,0.45988286234999426,4,-1.0
ShanghaiAILab,0.5,0.3333333333333333,0.3010299956639812,1.0,0.46683833261066354,3,-1.0
Baidu,0.24465054211822604,0.23981246656813146,0.3562071871080222,0.23981246656813146,0.260017932583129,15,-1.0
Baichuan,0.21533827903669653,0.21274605355336318,0.24465054211822604,0.23981246656813146,0.22300657473052393,25,-2.0
Zhipu,0.2559580248098155,0.26264953503719357,0.24465054211822604,0.43067655807339306,0.28653895501883586,13,-1.0
Ali,0.3010299956639812,0.6309297535714575,0.2890648263178879,0.23981246656813146,0.45378275821072883,5,0.0
Huawei,0.22106472945750374,0.22106472945750374,0.3333333333333333,0.23981246656813146,0.24290078628857997,22,-2.0
LMSYS,0.23981246656813146,0.21533827903669653,0.26264953503719357,0.38685280723454163,0.25588827432499267,18,-1.0
Falcon,0.227670248696953,0.227670248696953,0.24465054211822604,0.3562071871080222,0.25192312066901,19,-1.0
EleutherAI,0.31546487678572877,0.24465054211822604,0.25,0.24465054211822604,0.25734450754310545,17,-1.0
Meta,0.3333333333333333,1.0,0.6309297535714575,0.3010299956639812,0.7108821804281288,1,0.0
Google,0.6309297535714575,0.5,0.5,0.31546487678572877,0.4910657717261977,2,2.0
Deepseek,0.21810429198553155,0.27023815442731974,0.27894294565112987,0.23981246656813146,0.25792902791445865,16,-1.0
OpenBMB,0.2890648263178879,0.25,0.26264953503719357,0.3333333333333333,0.27250794911473575,14,-1.0
01-AI,0.21274605355336318,0.22424382421757544,0.26264953503719357,0.23981246656813146,0.23132325463523573,24,-2.0
Ai2,1.0,0.27894294565112987,0.26264953503719357,0.2890648263178879,0.3980905330514118,6,1.0
OpenAI,0.23540891336663824,0.2890648263178879,0.43067655807339306,0.2559580248098155,0.29820632920058504,11,-1.0
Nvidia,0.43067655807339306,0.3562071871080222,0.31546487678572877,0.26264953503719357,0.3462354218700636,8,0.0
Microsoft,0.26264953503719357,0.43067655807339306,0.38685280723454163,0.27023815442731974,0.36862836181987235,7,-1.0
Apple,0.27023815442731974,0.23540891336663824,0.27023815442731974,0.23981246656813146,0.24775258592044758,21,-2.0
HuggingFace,0.38685280723454163,0.23137821315975915,0.2559580248098155,0.6309297535714575,0.3279792041825153,9,0.0
Princeton NLP,0.25,0.21810429198553155,0.26264953503719357,0.25,0.236160401832298,23,-2.0
UKP Lab,0.27894294565112987,0.31546487678572877,0.26264953503719357,0.27894294565112987,0.29448834278277325,12,-1.0
Tencent,0.22424382421757544,0.38685280723454163,0.26264953503719357,0.23981246656813146,0.31454404125442087,10,
ByteDance,0.23137821315975915,0.2559580248098155,0.26264953503719357,0.23981246656813146,0.25028571486575507,20,
