org,num_language,num_speech,num_vision,num_multimodal,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_embodied,dataset_usage,num_pretraining,num_finetuning,num_preference,downloads_pretraining,downloads_finetuning,downloads_preference,operators,score,rank,delta rank
BAAI,0.6505376344086021,0.11363636363636363,0.07692307692307693,0.37777777777777777,0.0625,0.0455855228495398,0.4360424958063349,0.005888208875866828,0.43859267670056934,0.024120466019162363,0.14175708785439273,0.8181818181818182,0.28289473684210525,0.05,0.08433661748845311,0.24087751670133867,0.014282408868134873,0.22857142857142856,0.2273614354169425,7,-1
ShanghaiAILab,0.2956989247311828,0.09090909090909091,1.0,1.0,0.125,0.006774996472225771,0.0008880702562247146,0.9688450965530504,0.643885036922507,0.0001642300403020519,0.09537976898844942,1.0,0.5592105263157895,0.15,0.1776378382520893,0.11180057553809745,1.0,0.0,0.4014552308321672,1,2
Baidu,0.08064516129032258,0.0,0.0,0.0,0.0625,0.00024882289237407936,0.0,0.0,0.0,8.375732055404646e-05,0.0,0.08333333333333333,0.02631578947368421,0.025,0.0,0.0015231825314475857,0.001072758250773017,0.0,0.015595711394027156,16,1
Baichuan,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0001018134099573515,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.0,9.20043139800555e-05,0.0,0.0,0.0008510985355203893,24,0
Zhipu,0.053763440860215055,0.0,0.02564102564102564,0.044444444444444446,0.0,0.010600857186514467,0.0,0.005288641017229092,0.01617020591243286,0.0,0.0,0.0,0.05921052631578947,0.15,0.0,0.05893387445500222,0.0864306598514966,0.0,0.028360204204674985,13,2
Ali,0.3010752688172043,0.13636363636363635,0.3076923076923077,0.26666666666666666,0.0625,0.006271505854435268,0.009637206854586718,0.017653314026494112,0.022451461197142836,0.0,0.0,0.15151515151515152,0.5986842105263158,0.0,0.004072950487202636,0.04781668651574551,0.0,1.0,0.1629111314731605,8,1
Huawei,0.021505376344086023,0.0,0.0,0.044444444444444446,0.0,0.0003373303641581478,0.0,0.0,0.0,0.0,0.0010500525026251313,0.015151515151515152,0.02631578947368421,0.0,0.000162618950154488,0.0011756106786340425,0.0,0.0,0.006119040994961202,22,0
LMSYS,0.021505376344086023,0.0,0.0,0.0,0.0,0.010662645421533534,0.0,0.0,0.0,0.0,0.07367868393419671,0.0,0.013157894736842105,0.05,0.0,0.05499302300618985,0.042300330241265435,0.0,0.014794330760228538,17,1
Falcon,0.005376344086021506,0.0,0.0,0.06666666666666667,0.0,0.010653460683895565,0.0,0.0,0.0028104590953381813,0.0,0.07350367518375919,0.007575757575757576,0.019736842105263157,0.0,0.011924455086328231,0.001783861421057743,0.0,0.0,0.011112862328004878,19,1
EleutherAI,1.0,0.0,0.06837606837606838,0.0,0.0,0.09250283265658517,0.0,0.00023756462323382016,0.0,0.0,0.13895694784739238,0.3181818181818182,1.0,0.0,0.06494384038669665,0.21129301840597414,0.0,0.0,0.1608051161376538,9,-2
Meta,0.16666666666666666,0.13636363636363635,0.13675213675213677,0.4444444444444444,0.1875,0.07815794241837482,0.6166167812386936,0.06187427175130378,1.0,0.00016258773989903137,0.2031851592579629,0.20454545454545456,0.2894736842105263,0.125,0.13652888916303577,0.5142121108345302,0.01857344187122694,0.0,0.240003178180994,6,2
Google,0.6559139784946236,1.0,0.38461538461538464,0.4444444444444444,0.4375,0.08826866860548128,1.0,0.0024944285439551118,0.10288374040699313,0.0,0.5231011550577529,0.9924242424242424,0.6644736842105263,0.15,0.017769391375214254,0.6661163445663786,0.0,0.0,0.3961114145969443,2,0
Deepseek,0.005376344086021506,0.0,0.0,0.0,0.0,0.0002838918906281442,0.0,0.0,0.0,0.0,0.0035001750087504373,0.0,0.006578947368421052,0.0,0.0,0.0017378592640677152,0.0,0.0,0.0009709565343271586,23,0
OpenBMB,0.043010752688172046,0.0,0.0,0.08888888888888889,0.0,0.055593546970330796,0.0,0.0,0.03678560787250662,0.0,0.061953097654882744,0.030303030303030304,0.006578947368421052,0.175,0.05895310779767212,0.00022489943417346902,0.16882270040596536,0.0,0.04033969885466908,12,1
01-AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
Ai2,0.8924731182795699,0.0,0.05128205128205128,0.26666666666666666,0.0625,0.39242626534373043,0.0,1.0,0.19138501679027856,0.00024798736085609834,0.9347217360868043,0.4772727272727273,0.5394736842105263,1.0,0.5683532307899356,0.22096880542620997,0.4067015838960056,0.0,0.38913738185585345,3,-2
OpenAI,0.016129032258064516,0.0,0.0,0.0,0.0,0.0018586569074654383,0.0,0.0,0.0,0.0,0.12408120406020301,0.0,0.006578947368421052,0.05,0.0,0.00044979886834693803,0.0449717086304453,0.0,0.013559408227385904,18,1
Nvidia,0.1989247311827957,0.11363636363636363,0.02564102564102564,0.06666666666666667,1.0,0.09168121612606137,0.06364503502943789,0.533994366324649,0.036213852583770204,1.0,0.22681134056702834,0.11363636363636363,0.2565789473684211,0.2,0.571119622125897,1.0,0.26797921793820073,0.0,0.32036270826814894,4,1
Microsoft,0.17204301075268819,0.0,0.008547008547008548,0.044444444444444446,0.1875,0.02871482976088788,0.0,0.0014084188377433624,0.006764428768149204,0.0004614864132487658,0.0,0.03787878787878788,0.17763157894736842,0.15,0.0012841289512199225,0.17308567135036776,0.011001030689299762,0.0,0.05559804585228967,11,0
Apple,0.005376344086021506,0.0,0.0,0.08888888888888889,0.0,0.0006613011099337947,0.0,0.0,0.31430435097721837,0.0,0.001575078753937697,0.030303030303030304,0.006578947368421052,0.0,0.03647711278465326,0.004048189815122442,0.0,0.0,0.027122958004845966,14,0
HuggingFace,0.3709677419354839,0.0,0.0,0.044444444444444446,0.0,1.0,0.0,0.0,0.03077815089507888,0.0,1.0,0.09848484848484848,0.26973684210526316,0.425,1.0,0.5809816860301672,0.3746240087503418,0.0,0.2886120957025349,5,-1
Princeton NLP,0.06451612903225806,0.0,0.0,0.022222222222222223,0.0,0.01461291758200927,0.0,0.0,0.007738828626418315,0.0,0.02695134756737837,0.022727272727272728,0.05263157894736842,0.05,0.00026075107524771353,0.08870238137832685,0.017437580193937863,0.0,0.02043338940846888,15,-3
UKP Lab,0.5591397849462365,0.0,0.0,0.0,0.0,0.04042620522544774,0.0,0.0,0.0,0.0,0.12425621281064053,0.15151515151515152,0.42105263157894735,0.025,0.017757241683536047,0.10184366422514478,0.0004206895101070655,0.0,0.08007842119417842,10,0
Tencent,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.02288631733223814,0.0,0.00017500875043752187,0.007575757575757576,0.019736842105263157,0.0,0.0002803775002663586,0.012993053674294507,0.0,0.0,0.008474235879285898,21,0
ByteDance,0.016129032258064516,0.0,0.0,0.06666666666666667,0.0,0.0038617646886916677,0.0,0.0,0.02679196965670524,0.0,0.0005250262513125656,0.022727272727272728,0.019736842105263157,0.0,0.0025037710773785824,0.026952152645379594,0.0,0.0,0.010327472115374152,20,-4
