org,num_language,num_speech,num_vision,num_multimodal,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_embodied,dataset_usage,num_pretraining,num_finetuning,num_preference,downloads_pretraining,downloads_finetuning,downloads_preference,operators,score,rank,delta rank
BAAI,0.6964285714285714,0.045454545454545456,0.10752688172043011,0.36666666666666664,0.0,0.5958477826516317,0.0002489110143123833,0.33345254273657104,0.8818965128343935,0.0,0.09532924961715161,0.7633587786259542,0.2585034013605442,0.3333333333333333,1.0,0.3827147068773863,0.4221286831028262,0.22857142857142856,0.3617478886664303,4,0
ShanghaiAILab,0.16071428571428573,0.022727272727272728,1.0,1.0,0.0,0.2092184736926716,0.0003318813524165111,1.0,1.0,0.0,0.14203675344563552,0.7404580152671756,0.3673469387755102,0.0,0.7389206494397439,0.26657725581170555,0.0,0.0,0.3693517514570232,3,0
Baidu,0.10714285714285714,0.0,0.0,0.0,0.0,0.003215212548515261,0.0,0.0,0.0,0.0,0.00038284839203675346,0.08396946564885496,0.04081632653061224,0.16666666666666666,0.0,0.002972306800057996,0.020444978953698137,0.0,0.023645036815738842,10,0
Baichuan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0
Zhipu,0.047619047619047616,0.0,0.0,0.06666666666666667,0.0,0.06043451301012792,0.0,0.0,0.0531420580141652,0.0,0.04900459418070444,0.0,0.05442176870748299,0.3333333333333333,0.0,0.06041273983857716,0.8665063138905592,0.0,0.08841894640337025,8,-1
Ali,0.2916666666666667,0.13636363636363635,0.3870967741935484,0.36666666666666664,0.0,0.06508508830351606,0.01140842148931757,0.28145340104427435,0.034781431858167546,0.0,0.0,0.1450381679389313,0.564625850340136,0.0,0.06508117996798536,0.09428012179208352,0.0,1.0,0.19130818925694054,6,0
Huawei,0.023809523809523808,0.0,0.0,0.06666666666666667,0.0,0.003938635371931194,0.0,0.0,0.0,0.0,0.002297090352220521,0.015267175572519083,0.027210884353741496,0.0,0.0030871255431054196,0.00251316997728481,0.0,0.0,0.0080439039803885,11,0
LMSYS,0.023809523809523808,0.0,0.0,0.0,0.0,0.07737179339962795,0.0,0.0,0.0,0.0,0.14280245022970903,0.0,0.013605442176870748,0.3333333333333333,0.0,0.06131893093615581,1.0,0.0,0.09179119299362337,7,1
Falcon,0.005952380952380952,0.0,0.0,0.03333333333333333,0.0,0.26772385917369035,0.0,0.0,0.006270582397257184,0.0,0.14586523736600307,0.007633587786259542,0.006802721088435374,0.0,0.5331580150926137,0.0016794741675124451,0.0,0.0,0.056023288408749226,9,0
EleutherAI,1.0,0.0,0.08602150537634409,0.0,0.0,0.7195301196518384,0.0,0.03941062871039268,0.0,0.0,0.19372128637059724,0.22137404580152673,1.0,0.0,0.8401783672536016,0.3198371272533952,0.0,0.0,0.24555961557876088,5,0
Meta,0.1488095238095238,0.13636363636363635,0.15053763440860216,0.4666666666666667,0.42857142857142855,1.0,1.0,0.030970602961161577,0.23422204177380793,1.0,0.36983154670750384,0.15267175572519084,0.272108843537415,0.3333333333333333,0.7783443860050309,1.0,0.08779314491882141,0.0,0.4216791413767845,2,0
Google,0.7142857142857143,1.0,0.4838709677419355,0.6333333333333333,1.0,0.7467675630985463,0.7532876996473761,0.01344682068521565,0.6762755447286507,0.0,1.0,1.0,0.6666666666666666,1.0,0.4116853418705694,0.9710381325213862,0.0,0.0,0.6150365435877441,1,0
