org,downloads_vision,downloads_language,downloads_speech,downloads_3d,downloads_multimodal,downloads_protein,downloads_vector,descendants,num_vision,num_language,num_speech,num_3d,num_multimodal,num_protein,num_vector,likes,issue,num_adapted_chips,score,rank,delta rank
BAAI,0.00013182070667265631,0.0022293368241655923,0.0,0.0004439938029801116,0.0025694238228478306,0.0,0.15841969101745415,0.013921202914992213,0.015873015873015872,0.109375,0.0,0.14285714285714285,0.23636363636363636,0.0,0.30097087378640774,0.11291290611163328,0.11328510358434725,1.0,0.1227418415369609,9,-1.0
ShanghaiAILab,0.010794567432641823,0.008008951937655542,0.0,0.0,0.11059545057976354,0.00022971850354329174,0.0,0.009998654027342473,0.1164021164021164,0.16071428571428573,0.0,0.0,1.0,0.2222222222222222,0.0,0.09062701711076132,0.14123643538309766,0.25,0.11782385662852388,10,-1.0
Baidu,0.042256684666891454,0.021617882282899344,0.0,0.0,0.011125799709350213,0.0,0.0,0.0014517276520468398,0.23809523809523808,0.046875,0.0,0.0,0.06060606060606061,0.0,0.0,0.00917254577779791,0.023018743834265044,0.5,0.05301220459025275,16,-1.0
Baichuan,0.0,0.003965539679620377,0.0,0.0,3.682434645368416e-05,0.0,0.0,0.0006537581479416232,0.0,0.03794642857142857,0.0,0.0,0.024242424242424242,0.0,0.0,0.041967227966072905,0.04554422887208155,0.25,0.02246424621255683,26,-2.0
Zhipu,0.009889684684637662,0.026929804459550212,0.006502442954696528,0.0,0.03092677365384742,0.0,0.0,0.004922414290383987,0.021164021164021163,0.16517857142857142,0.018867924528301886,0.0,0.18181818181818182,0.0,0.0,0.2349417373481151,0.2249260111805327,0.25,0.06533708708393554,15,-2.0
Ali,0.18031112470494026,1.0,1.0,0.0010863678158024007,0.4201227078779799,0.0,0.0636487599619297,1.0,0.5238095238095238,0.7723214285714286,0.7044025157232704,0.2857142857142857,0.5212121212121212,0.0,0.2815533980582524,1.0,1.0,0.25,0.5002323463027518,2,0.0
Huawei,0.0,0.0001374907737522395,0.0,0.0,0.0,0.0,0.0,2.884227123271867e-05,0.0,0.011160714285714286,0.0,0.0,0.0,0.0,0.0,5.6620652949369815e-05,0.001644195988161789,0.5,0.028501547998433914,23,-2.0
LMSYS,0.0,0.00673883350832405,0.0,0.0,0.0,0.0,0.0,0.007066356452016075,0.0,0.06919642857142858,0.0,0.0,0.0,0.0,0.0,0.040540387511748786,0.031404143373890164,0.25,0.02249700830096709,25,-2.0
Falcon,0.0,0.009221163981218675,0.0,0.0,3.0271811923229697e-05,0.0,0.0,0.01275789797527256,0.0,0.12723214285714285,0.0,0.0,0.006060606060606061,0.0,0.0,0.10147553421586057,0.11821769154883262,0.25,0.034721961580603145,22,-3.0
EleutherAI,0.0,0.020036524408552456,0.0,0.0,0.0,0.0045586840316593265,3.591172472646419e-07,0.029736381640932952,0.0,0.19866071428571427,0.0,0.0,0.0,0.1111111111111111,0.009708737864077669,0.05009795372960241,0.04685958566261098,0.25,0.04004278065841713,21,-1.0
Meta,0.49224218032956685,0.6493140874976999,0.16428235429289997,1.0,0.0669383141033275,1.0,0.05616196646416736,0.29343165343126887,1.0,0.296875,1.0,0.5714285714285714,0.18787878787878787,0.8888888888888888,0.04854368932038835,0.801170915102993,0.7592897073331141,0.5,0.5431358953373152,1,0.0
Google,1.0,0.33378782861191414,8.35630986859852e-05,0.0,0.26795844948093495,0.0,0.00025208649537796076,0.4530543965235449,0.2962962962962963,0.359375,0.025157232704402517,0.0,0.5393939393939394,0.0,0.038834951456310676,0.3822913245835551,0.37487668530088786,0.5,0.2539645418858805,3,0.0
Deepseek,0.0,0.20071129524410455,0.0,0.0,0.019451827078883023,0.0,0.0,0.05154113869286827,0.0,0.14508928571428573,0.0,0.0,0.06666666666666667,0.0,0.0,0.5673049701609159,0.2928313054916146,0.25,0.08853313828051881,12,-1.0
OpenBMB,0.0,0.010335773365385294,0.0,0.0,0.01246868780491866,0.0,6.809415496210326e-06,0.0021150998903993693,0.0,0.12053571428571429,0.0,0.0,0.21212121212121213,0.0,0.019417475728155338,0.11253920980216744,0.10062479447550148,0.25,0.04667582093827501,18,0.0
01-AI,0.0,0.003623222036738473,0.0,0.0,6.956457891920835e-06,0.0,0.0,0.010219778106793316,0.0,0.05803571428571429,0.0,0.0,0.012121212121212121,0.0,0.0,0.051388904616848044,0.04570864847089773,0.25,0.023950246449783105,24,-2.0
Ai2,0.004363247992619433,0.009830479645942294,0.0,0.0,0.006939672632233232,0.0,0.002312390485641574,0.010450516276655065,0.015873015873015872,1.0,0.0,0.0,0.05454545454545454,0.0,0.0970873786407767,0.06073131235349406,0.09043077934889839,0.25,0.08903134709970728,11,3.0
OpenAI,0.0004446991547584375,0.17713148735429457,0.0,0.010155177408587658,1.0,0.0,0.0,0.08700751821870133,0.026455026455026454,0.004464285714285714,0.0,0.2857142857142857,0.09696969696969697,0.0,0.0,0.24825891492180688,0.18809602104570866,0.25,0.13192761738650846,8,2.0
Nvidia,0.06779191559206403,0.01490215820375808,0.08584700930013726,0.0012091746123713677,0.029933660749122102,4.672381412387039e-05,0.0009700792763754319,0.019545445805372354,0.4074074074074074,0.3125,0.6037735849056604,0.42857142857142855,0.2,0.3333333333333333,0.0970873786407767,0.1988970296805463,0.19500164419598817,0.25,0.18037877633824806,5,1.0
Microsoft,0.34719613935252314,0.1259418586536113,0.03385212108861291,0.042711574068242796,0.14885953697502108,0.00011900879121426313,0.0,0.10183244563231873,0.3386243386243386,0.22098214285714285,0.12578616352201258,0.2857142857142857,0.4727272727272727,1.0,0.0,0.43593373118778805,0.3822755672476159,0.25,0.23958645480233334,4,0.0
Apple,0.08171265776873997,0.006230470337239914,0.0,0.0,0.014924295000579967,0.0,0.0,0.002067029438344838,0.18518518518518517,0.029017857142857144,0.0,0.0,0.15151515151515152,0.0,0.0,0.045851404758399675,0.05771127918447879,0.25,0.045789740573943166,19,-3.0
HuggingFace,0.00012457143771793478,0.041365302715002286,0.0,0.0,0.01597765980672402,0.0,0.0,0.03873517026554118,0.005291005291005291,0.14285714285714285,0.0,0.0,0.07878787878787878,0.0,0.0,0.10366109141970625,0.10078921407431767,0.25,0.04319939092527979,20,-3.0
