org,downloads_vision,downloads_language,downloads_speech,downloads_3d,downloads_multimodal,downloads_protein,downloads_vector,descendants,num_vision,num_language,num_speech,num_3d,num_multimodal,num_protein,num_vector,likes,issue,num_adapted_chips
01-AI,0.0,-58013.0,0.0,0.0,80.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-92.0,-6.0,0.0
Ai2,44042.0,-98611.0,0.0,0.0,25478.0,0.0,-21205.0,151.0,0.0,292.0,0.0,0.0,2.0,0.0,4.0,424.0,112.0,0.0
Ali,1170905.0,-3454244.0,30043414.0,260.0,2885483.0,0.0,792480.0,3093.0,10.0,-58.0,5.0,1.0,9.0,0.0,2.0,13351.0,1012.0,0.0
Apple,-61756.0,-927638.0,0.0,0.0,145751.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,12.0,0.0,0.0,1376.0,45.0,0.0
BAAI,-1444.0,50830.0,0.0,-122.0,65514.0,0.0,-1779498.0,76.0,-4.0,-10.0,0.0,-1.0,-13.0,0.0,-1.0,887.0,28.0,0.0
Baichuan,0.0,122731.0,0.0,0.0,-4.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,251.0,17.0,0.0
Baidu,239710.0,1421235.0,0.0,0.0,355265.0,0.0,0.0,53.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,191.0,63.0,0.0
ByteDance,-11443.0,169064.0,0.0,-47.0,97773.0,0.0,0.0,74.0,-8.0,0.0,0.0,0.0,-8.0,0.0,0.0,900.0,56.0,0.0
Deepseek,0.0,4067242.0,0.0,0.0,422154.0,0.0,0.0,292.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2306.0,117.0,0.0
EleutherAI,0.0,-78434.0,0.0,0.0,0.0,-29861.0,52.0,64.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,97.0,26.0,0.0
Falcon,0.0,-88609.0,0.0,0.0,331.0,0.0,0.0,18.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,46.0,-7.0,0.0
Google,2862293.0,17650337.0,1821.0,0.0,1124597.0,0.0,35099.0,1119.0,-3.0,2.0,1.0,0.0,14.0,0.0,3.0,2873.0,148.0,0.0
Huawei,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HuggingFace,405.0,-1761792.0,0.0,0.0,-90308.0,0.0,0.0,112.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,-75.0,157.0,0.0
LMSYS,0.0,114951.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,0.0
MLFoundations,,,,,,,,,,,,,,,,,,
Meituan,,,,,,,,,,,,,,,,,,
Meta,-649815.0,7038629.0,-79195.0,59459.0,-319677.0,5881401.0,205940.0,1519.0,14.0,1.0,-1.0,0.0,2.0,0.0,-2.0,1818.0,153.0,0.0
Microsoft,-2115634.0,-546303.0,199568.0,-7562.0,-1098687.0,1370.0,0.0,265.0,2.0,15.0,1.0,0.0,10.0,8.0,0.0,2501.0,103.0,0.0
MistralAI,,,,,,,,,,,,,,,,,,
Moonshot,,,,,,,,,,,,,,,,,,
Nvidia,-217773.0,-266941.0,300464.0,-76.0,162949.0,563.0,100439.0,154.0,18.0,30.0,4.0,1.0,3.0,3.0,0.0,2181.0,161.0,0.0
OpenAI,1473.0,11874230.0,0.0,-2568.0,-7484769.0,0.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2716.0,137.0,0.0
OpenBMB,-1280.0,22307.0,-74.0,0.0,177062.0,0.0,-141.0,52.0,-1.0,5.0,-1.0,0.0,16.0,0.0,0.0,1752.0,87.0,0.0
Princeton NLP,0.0,19081.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,-1.0,-10.0,0.0
Salesforce,,,,,,,,,,,,,,,,,,
ShanghaiAILab,22249.0,92576.0,0.0,0.0,966453.0,217.0,0.0,220.0,-31.0,0.0,0.0,0.0,-36.0,0.0,0.0,750.0,148.0,0.0
StanfordNLP,,,,,,,,,,,,,,,,,,
Tencent,-6186.0,-156323.0,-1471.0,33591.0,-10698.0,0.0,-521.0,73.0,-13.0,9.0,0.0,-2.0,-8.0,0.0,-7.0,2208.0,84.0,0.0
UKP Lab,0.0,0.0,0.0,0.0,-16406.0,0.0,-971717.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,17.0,0.0
Xiaomi,,,,,,,,,,,,,,,,,,
Zhipu,-276420.0,255489.0,51626.0,0.0,731749.0,0.0,0.0,79.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,2624.0,160.0,0.0
